gene_id,transcript_id,transcript_position,label
ENSG00000177889,ENST00000318066,431,0
ENSG00000072571,ENST00000393915,1993,0
ENSG00000172270,ENST00000333511,1327,0
ENSG00000131747,ENST00000423485,3086,0
ENSG00000164934,ENST00000616836,2046,0
ENSG00000073578,ENST00000264932,1478,0
ENSG00000188290,ENST00000481869,960,1
ENSG00000119777,ENST00000238788,2925,0
ENSG00000198818,ENST00000361731,164,0
ENSG00000084073,ENST00000372759,1610,0
ENSG00000169299,ENST00000381967,1832,0
ENSG00000273686,ENST00000617605,422,0
ENSG00000150768,ENST00000280346,1008,0
ENSG00000010292,ENST00000315579,3179,0
ENSG00000143384,ENST00000369026,3416,0
ENSG00000142409,ENST00000610935,1540,1
ENSG00000055130,ENST00000325222,2725,1
ENSG00000089157,ENST00000552461,1668,0
ENSG00000260032,ENST00000565493,4079,0
ENSG00000157954,ENST00000288828,1672,1
ENSG00000134046,ENST00000256429,1773,0
ENSG00000149257,ENST00000358171,1301,1
ENSG00000089248,ENST00000261735,793,1
ENSG00000100401,ENST00000356244,2696,1
ENSG00000165732,ENST00000620315,3793,0
ENSG00000085415,ENST00000262124,1126,0
ENSG00000262860,ENST00000570462,1250,0
ENSG00000125977,ENST00000374980,318,0
ENSG00000162783,ENST00000367577,1505,1
ENSG00000144848,ENST00000283290,660,0
ENSG00000183258,ENST00000505081,2590,0
ENSG00000184110,ENST00000566866,1495,0
ENSG00000110172,ENST00000320585,2305,0
ENSG00000256235,ENST00000526627,1191,1
ENSG00000079459,ENST00000220584,1461,1
ENSG00000161960,ENST00000293831,1599,0
ENSG00000153989,ENST00000368494,1918,0
ENSG00000179010,ENST00000382581,1332,1
ENSG00000021355,ENST00000380739,1352,0
ENSG00000147676,ENST00000614891,632,0
ENSG00000167513,ENST00000301019,1595,0
ENSG00000185298,ENST00000329214,1446,1
ENSG00000167671,ENST00000301281,1735,1
ENSG00000151929,ENST00000369085,675,1
ENSG00000035141,ENST00000037869,401,1
ENSG00000128626,ENST00000308018,929,1
ENSG00000106263,ENST00000360876,1578,0
ENSG00000196072,ENST00000370372,977,0
ENSG00000103254,ENST00000566525,1605,0
ENSG00000013588,ENST00000014914,2505,0
ENSG00000168288,ENST00000303319,496,0
ENSG00000131828,ENST00000545074,1109,0
ENSG00000143878,ENST00000272233,513,1
ENSG00000173113,ENST00000539854,588,0
ENSG00000067225,ENST00000449901,958,1
ENSG00000170515,ENST00000303305,1779,1
ENSG00000086061,ENST00000330899,532,0
ENSG00000109606,ENST00000336812,612,0
ENSG00000119285,ENST00000366582,6005,0
ENSG00000138772,ENST00000264908,590,0
ENSG00000104164,ENST00000220531,3694,0
ENSG00000092199,ENST00000336053,480,0
ENSG00000167526,ENST00000562879,540,1
ENSG00000120068,ENST00000239144,1349,0
ENSG00000129354,ENST00000250244,438,1
ENSG00000144381,ENST00000388968,2022,1
ENSG00000079246,ENST00000392132,1706,0
ENSG00000072274,ENST00000360110,4249,0
ENSG00000164615,ENST00000297156,463,1
ENSG00000214706,ENST00000436390,1953,1
ENSG00000117143,ENST00000271469,424,1
ENSG00000125657,ENST00000245817,778,1
ENSG00000182149,ENST00000378799,1653,1
ENSG00000049449,ENST00000054950,845,0
ENSG00000138119,ENST00000359263,5708,0
ENSG00000168036,ENST00000396185,2207,0
ENSG00000196363,ENST00000358625,1281,1
ENSG00000177733,ENST00000314940,1429,1
ENSG00000147140,ENST00000276079,1673,1
ENSG00000155660,ENST00000286091,1719,0
ENSG00000169976,ENST00000367569,533,1
ENSG00000112118,ENST00000596288,2288,0
ENSG00000124882,ENST00000244869,1909,0
ENSG00000144063,ENST00000272462,1048,0
ENSG00000105971,ENST00000222693,2231,0
ENSG00000141971,ENST00000317040,1841,0
ENSG00000110917,ENST00000228506,1168,1
ENSG00000107816,ENST00000370220,5224,1
ENSG00000196363,ENST00000358625,2923,0
ENSG00000183751,ENST00000568546,2472,1
ENSG00000113068,ENST00000261813,112,0
ENSG00000103044,ENST00000306560,3549,1
ENSG00000080824,ENST00000216281,2067,1
ENSG00000120526,ENST00000239690,2325,0
ENSG00000135919,ENST00000409304,209,0
ENSG00000143294,ENST00000271526,803,1
ENSG00000101255,ENST00000217233,1874,1
ENSG00000085872,ENST00000546361,3744,0
ENSG00000065183,ENST00000349139,2693,0
ENSG00000153048,ENST00000311052,476,1
ENSG00000090273,ENST00000321265,586,0
ENSG00000144867,ENST00000466490,577,0
ENSG00000132341,ENST00000543796,2332,0
ENSG00000159202,ENST00000360943,1164,1
ENSG00000185825,ENST00000345046,871,0
ENSG00000141002,ENST00000263347,774,0
ENSG00000161939,ENST00000549775,390,1
ENSG00000114942,ENST00000392222,673,0
ENSG00000139546,ENST00000266987,1445,1
ENSG00000118181,ENST00000532567,101,0
ENSG00000100504,ENST00000530336,359,0
ENSG00000123989,ENST00000243776,826,1
ENSG00000133226,ENST00000323848,3674,0
ENSG00000141522,ENST00000269321,746,1
ENSG00000135372,ENST00000257829,3481,1
ENSG00000206394,ENST00000400052,592,0
ENSG00000225663,ENST00000455127,761,1
ENSG00000074071,ENST00000397375,448,1
ENSG00000058262,ENST00000243253,2179,1
ENSG00000101188,ENST00000370501,2385,1
ENSG00000104976,ENST00000221573,1264,1
ENSG00000169689,ENST00000392359,400,1
ENSG00000171223,ENST00000302754,1418,1
ENSG00000215301,ENST00000457138,4483,0
ENSG00000164754,ENST00000297338,3044,0
ENSG00000143811,ENST00000343818,1011,0
ENSG00000185883,ENST00000330398,885,1
ENSG00000161999,ENST00000567120,1099,1
ENSG00000162384,ENST00000294360,565,1
ENSG00000142541,ENST00000488946,1935,1
ENSG00000131016,ENST00000402676,5806,0
ENSG00000115677,ENST00000487169,2901,0
ENSG00000120948,ENST00000240185,2458,1
ENSG00000108654,ENST00000225792,421,0
ENSG00000115310,ENST00000317610,1101,0
ENSG00000132182,ENST00000254508,6241,1
ENSG00000100129,ENST00000624234,355,0
ENSG00000196305,ENST00000375643,2176,0
ENSG00000136930,ENST00000259457,764,0
ENSG00000138434,ENST00000431877,1081,1
ENSG00000171861,ENST00000304478,1139,1
ENSG00000205542,ENST00000451311,287,1
ENSG00000183751,ENST00000568546,345,0
ENSG00000060491,ENST00000290291,1968,1
ENSG00000142627,ENST00000358432,3468,0
ENSG00000048162,ENST00000614830,1194,0
ENSG00000135624,ENST00000540468,1436,0
ENSG00000127922,ENST00000248566,279,0
ENSG00000023318,ENST00000262455,799,0
ENSG00000183010,ENST00000329875,1589,1
ENSG00000172927,ENST00000535653,1257,1
ENSG00000160606,ENST00000292090,412,0
ENSG00000204272,ENST00000374922,212,0
ENSG00000120437,ENST00000367048,2190,0
ENSG00000198954,ENST00000361983,2036,0
ENSG00000141526,ENST00000392341,1640,1
ENSG00000138180,ENST00000371485,1549,0
ENSG00000197771,ENST00000360003,2092,1
ENSG00000136997,ENST00000621592,359,1
ENSG00000233276,ENST00000419349,771,1
ENSG00000196531,ENST00000552540,962,0
ENSG00000101084,ENST00000483815,759,1
ENSG00000013810,ENST00000313288,1328,1
ENSG00000188186,ENST00000460732,319,0
ENSG00000089693,ENST00000203630,1078,0
ENSG00000119403,ENST00000312189,640,0
ENSG00000119402,ENST00000608872,1574,1
ENSG00000135486,ENST00000340913,1670,0
ENSG00000150779,ENST00000509359,72,0
ENSG00000102978,ENST00000219252,817,0
ENSG00000140990,ENST00000543683,19,1
ENSG00000113569,ENST00000231498,4065,0
ENSG00000184640,ENST00000431235,3708,0
ENSG00000103275,ENST00000397514,266,0
ENSG00000109971,ENST00000532636,874,1
ENSG00000181817,ENST00000315732,280,1
ENSG00000044574,ENST00000324460,1045,1
ENSG00000075239,ENST00000265838,1285,0
ENSG00000153048,ENST00000611932,651,1
ENSG00000044574,ENST00000324460,2047,1
ENSG00000221867,ENST00000370278,1096,1
ENSG00000102882,ENST00000466521,946,0
ENSG00000112578,ENST00000230340,1479,1
ENSG00000134748,ENST00000257181,745,0
ENSG00000166197,ENST00000370007,1851,0
ENSG00000116237,ENST00000489498,2227,1
ENSG00000101444,ENST00000480653,1890,0
ENSG00000095319,ENST00000372577,4006,0
ENSG00000164091,ENST00000296490,1896,0
ENSG00000169689,ENST00000306704,506,1
ENSG00000148908,ENST00000369103,608,0
ENSG00000073111,ENST00000265056,3037,0
ENSG00000079246,ENST00000392132,1296,0
ENSG00000163399,ENST00000295598,1395,0
ENSG00000139725,ENST00000267205,2902,0
ENSG00000110871,ENST00000288532,1142,1
ENSG00000082781,ENST00000296181,1315,0
ENSG00000099995,ENST00000215793,858,0
ENSG00000112972,ENST00000325110,1828,0
ENSG00000198830,ENST00000619352,603,0
ENSG00000075142,ENST00000265729,759,0
ENSG00000198736,ENST00000361871,698,0
ENSG00000067225,ENST00000319622,1173,0
ENSG00000186480,ENST00000340368,2893,0
ENSG00000123505,ENST00000368885,1056,0
ENSG00000134248,ENST00000602318,399,0
ENSG00000186193,ENST00000409687,1404,0
ENSG00000138073,ENST00000260643,1945,1
ENSG00000103035,ENST00000219313,739,1
ENSG00000164134,ENST00000296543,1861,0
ENSG00000157954,ENST00000288828,879,0
ENSG00000221983,ENST00000430157,559,1
ENSG00000117394,ENST00000426263,1884,0
ENSG00000155090,ENST00000285407,1772,1
ENSG00000182446,ENST00000331134,2154,1
ENSG00000090316,ENST00000303400,2076,1
ENSG00000268606,ENST00000623806,513,0
ENSG00000133112,ENST00000529421,543,1
ENSG00000100462,ENST00000397441,1380,0
ENSG00000044574,ENST00000324460,173,1
ENSG00000092621,ENST00000641023,354,0
ENSG00000164237,ENST00000296658,2029,0
ENSG00000105011,ENST00000263382,1900,0
ENSG00000105364,ENST00000253099,1129,0
ENSG00000049541,ENST00000055077,1228,1
ENSG00000126461,ENST00000360565,4100,0
ENSG00000282947,ENST00000634753,2333,0
ENSG00000165672,ENST00000298510,984,0
ENSG00000184009,ENST00000331925,682,1
ENSG00000168040,ENST00000301838,1317,1
ENSG00000108848,ENST00000240304,1430,0
ENSG00000120694,ENST00000320027,314,0
ENSG00000143742,ENST00000304786,1222,0
ENSG00000129351,ENST00000449870,2997,1
ENSG00000113384,ENST00000265070,1139,0
ENSG00000089597,ENST00000532402,2820,0
ENSG00000167747,ENST00000641834,1255,1
ENSG00000134077,ENST00000345094,1546,0
ENSG00000188486,ENST00000530167,1474,1
ENSG00000159131,ENST00000361093,2117,0
ENSG00000214706,ENST00000417626,1776,1
ENSG00000124762,ENST00000405375,2062,0
ENSG00000097021,ENST00000361521,1398,0
ENSG00000100104,ENST00000215917,1084,1
ENSG00000085063,ENST00000395850,1607,0
ENSG00000136930,ENST00000259457,225,0
ENSG00000155660,ENST00000286091,2143,1
ENSG00000096401,ENST00000371477,1644,0
ENSG00000099624,ENST00000215375,498,0
ENSG00000105402,ENST00000263354,448,0
ENSG00000107341,ENST00000263228,770,0
ENSG00000149541,ENST00000531383,1913,1
ENSG00000164967,ENST00000378959,642,1
ENSG00000130513,ENST00000252809,917,1
ENSG00000137309,ENST00000347617,1046,0
ENSG00000106636,ENST00000223369,1238,0
ENSG00000113161,ENST00000287936,3811,0
ENSG00000175745,ENST00000327111,3400,0
ENSG00000141873,ENST00000269740,1414,1
ENSG00000179010,ENST00000320912,834,1
ENSG00000142541,ENST00000467825,556,1
ENSG00000231607,ENST00000458725,273,0
ENSG00000072274,ENST00000360110,1539,0
ENSG00000101193,ENST00000266069,430,0
ENSG00000164032,ENST00000511203,1535,1
ENSG00000187840,ENST00000338825,873,0
ENSG00000169813,ENST00000443950,723,1
ENSG00000089737,ENST00000621632,1227,1
ENSG00000109805,ENST00000251496,1120,0
ENSG00000138442,ENST00000261015,1279,0
ENSG00000159352,ENST00000368884,1215,1
ENSG00000133706,ENST00000394434,2732,0
ENSG00000258947,ENST00000315491,706,0
ENSG00000057019,ENST00000326840,3690,0
ENSG00000117143,ENST00000271469,1479,0
ENSG00000265354,ENST00000580018,961,1
ENSG00000111481,ENST00000262061,1605,0
ENSG00000075856,ENST00000228284,2827,0
ENSG00000100347,ENST00000350028,1479,0
ENSG00000107949,ENST00000368759,139,0
ENSG00000115128,ENST00000233468,632,0
ENSG00000176155,ENST00000584717,290,1
ENSG00000221867,ENST00000598245,514,1
ENSG00000131508,ENST00000398733,1811,0
ENSG00000100883,ENST00000556994,1935,0
ENSG00000205250,ENST00000379378,1330,1
ENSG00000103257,ENST00000565644,1355,0
ENSG00000131016,ENST00000354675,5229,0
ENSG00000088356,ENST00000202017,827,1
ENSG00000123505,ENST00000368885,92,1
ENSG00000142864,ENST00000361219,1411,1
ENSG00000174917,ENST00000309324,833,1
ENSG00000155959,ENST00000286428,308,0
ENSG00000122565,ENST00000396386,898,0
ENSG00000117906,ENST00000394885,1402,0
ENSG00000185624,ENST00000331483,2212,1
ENSG00000106245,ENST00000222969,532,0
ENSG00000172590,ENST00000397496,41,0
ENSG00000152234,ENST00000586592,555,0
ENSG00000137547,ENST00000260102,700,1
ENSG00000128626,ENST00000407800,994,1
ENSG00000171241,ENST00000303383,2074,0
ENSG00000146457,ENST00000337387,1063,1
ENSG00000198898,ENST00000361183,502,0
ENSG00000095319,ENST00000372577,4819,0
ENSG00000141378,ENST00000393038,369,0
ENSG00000196704,ENST00000359904,808,0
ENSG00000153037,ENST00000282999,641,1
ENSG00000136045,ENST00000412830,1077,0
ENSG00000186298,ENST00000335007,1913,0
ENSG00000089053,ENST00000261819,1503,0
ENSG00000164951,ENST00000396200,1483,1
ENSG00000265681,ENST00000618619,587,0
ENSG00000104549,ENST00000265896,771,0
ENSG00000166986,ENST00000545888,1774,0
ENSG00000122218,ENST00000241704,4165,1
ENSG00000163428,ENST00000295628,6732,0
ENSG00000172239,ENST00000306846,1851,0
ENSG00000117133,ENST00000370654,266,0
ENSG00000005884,ENST00000505306,4916,1
ENSG00000099341,ENST00000215071,1197,1
ENSG00000100297,ENST00000216122,2385,1
ENSG00000142192,ENST00000357903,2899,0
ENSG00000010292,ENST00000315579,2578,0
ENSG00000188186,ENST00000460732,527,1
ENSG00000042753,ENST00000601498,647,1
ENSG00000136045,ENST00000412830,418,0
ENSG00000173692,ENST00000308696,734,0
ENSG00000196923,ENST00000486828,626,0
ENSG00000173812,ENST00000462917,1910,0
ENSG00000108298,ENST00000579374,216,1
ENSG00000083857,ENST00000441802,13709,1
ENSG00000117118,ENST00000375499,293,0
ENSG00000115368,ENST00000314761,1485,0
ENSG00000135269,ENST00000358204,2407,0
ENSG00000026508,ENST00000428726,2700,1
ENSG00000132698,ENST00000361084,882,0
ENSG00000160072,ENST00000308647,1976,0
ENSG00000089157,ENST00000392514,388,0
ENSG00000110696,ENST00000228136,1441,0
ENSG00000150093,ENST00000423113,1446,0
ENSG00000092820,ENST00000392177,2061,1
ENSG00000113649,ENST00000296702,3244,0
ENSG00000101255,ENST00000217233,1903,1
ENSG00000255508,ENST00000496634,4145,0
ENSG00000143742,ENST00000366839,947,0
ENSG00000006634,ENST00000265728,1921,1
ENSG00000143537,ENST00000271836,976,0
ENSG00000184110,ENST00000395587,869,0
ENSG00000142627,ENST00000358432,1327,1
ENSG00000166557,ENST00000299705,1302,0
ENSG00000140575,ENST00000268182,5358,0
ENSG00000116171,ENST00000371514,2091,0
ENSG00000126368,ENST00000246672,2521,1
ENSG00000008283,ENST00000360793,2811,1
ENSG00000178719,ENST00000313269,980,0
ENSG00000196642,ENST00000311502,2733,1
ENSG00000130005,ENST00000252288,378,0
ENSG00000090971,ENST00000205194,932,1
ENSG00000126522,ENST00000304874,758,0
ENSG00000148773,ENST00000368653,8853,0
ENSG00000147140,ENST00000535149,1833,1
ENSG00000183751,ENST00000568546,1544,0
ENSG00000171148,ENST00000301964,873,1
ENSG00000161179,ENST00000415762,1053,1
ENSG00000112339,ENST00000367837,1660,0
ENSG00000122565,ENST00000396386,177,0
ENSG00000143612,ENST00000470180,1756,0
ENSG00000167658,ENST00000309311,1635,1
ENSG00000144713,ENST00000396957,641,0
ENSG00000148671,ENST00000372013,497,1
ENSG00000189143,ENST00000340958,1390,1
ENSG00000013588,ENST00000014914,2385,0
ENSG00000149418,ENST00000278742,2972,1
ENSG00000117318,ENST00000374561,903,1
ENSG00000138180,ENST00000371485,362,0
ENSG00000132361,ENST00000570628,4052,1
ENSG00000185122,ENST00000528838,1176,0
ENSG00000141526,ENST00000617373,1443,1
ENSG00000237190,ENST00000458198,993,0
ENSG00000139289,ENST00000619060,1455,1
ENSG00000165775,ENST00000369498,390,0
ENSG00000188483,ENST00000372491,1445,1
ENSG00000120948,ENST00000240185,1910,0
ENSG00000284707,ENST00000641390,2692,1
ENSG00000115677,ENST00000310931,1412,0
ENSG00000148229,ENST00000479871,949,1
ENSG00000130340,ENST00000392185,3105,0
ENSG00000165119,ENST00000376263,1956,0
ENSG00000115946,ENST00000263657,863,1
ENSG00000251493,ENST00000615637,1497,1
ENSG00000183431,ENST00000373019,3364,0
ENSG00000132467,ENST00000254803,1206,0
ENSG00000187514,ENST00000409115,553,0
ENSG00000187713,ENST00000343666,1323,1
ENSG00000140941,ENST00000570189,68,0
ENSG00000147224,ENST00000372435,783,0
ENSG00000258947,ENST00000315491,793,1
ENSG00000113460,ENST00000336767,832,0
ENSG00000104964,ENST00000221561,1489,0
ENSG00000181061,ENST00000321331,936,0
ENSG00000181885,ENST00000360325,592,1
ENSG00000125995,ENST00000374077,343,0
ENSG00000142864,ENST00000370995,1247,0
ENSG00000165416,ENST00000343788,774,0
ENSG00000089009,ENST00000424576,863,0
ENSG00000173812,ENST00000462917,1492,0
ENSG00000153037,ENST00000505459,496,0
ENSG00000181610,ENST00000313608,695,0
ENSG00000115364,ENST00000393909,1182,0
ENSG00000115761,ENST00000381685,2407,0
ENSG00000010292,ENST00000315579,3324,0
ENSG00000175216,ENST00000529230,6189,0
ENSG00000178449,ENST00000550654,393,1
ENSG00000101444,ENST00000217426,2038,0
ENSG00000101444,ENST00000217426,622,0
ENSG00000103966,ENST00000220325,1773,1
ENSG00000169851,ENST00000511884,5959,0
ENSG00000105281,ENST00000542575,2068,1
ENSG00000111321,ENST00000228918,2037,1
ENSG00000185787,ENST00000426013,753,0
ENSG00000088930,ENST00000377191,1188,0
ENSG00000125817,ENST00000379751,2312,0
ENSG00000174695,ENST00000511450,382,1
ENSG00000009844,ENST00000367630,790,0
ENSG00000120254,ENST00000367321,2705,0
ENSG00000203950,ENST00000370775,875,1
ENSG00000103035,ENST00000219313,1221,0
ENSG00000154945,ENST00000285243,1735,1
ENSG00000113712,ENST00000261798,2260,0
ENSG00000116096,ENST00000234454,109,0
ENSG00000184254,ENST00000346623,2466,0
ENSG00000106263,ENST00000397011,1826,0
ENSG00000111786,ENST00000229390,448,1
ENSG00000133112,ENST00000530705,944,1
ENSG00000107371,ENST00000327304,751,1
ENSG00000065427,ENST00000302445,1294,0
ENSG00000105701,ENST00000597960,896,0
ENSG00000166197,ENST00000370007,3599,0
ENSG00000031698,ENST00000369923,1465,0
ENSG00000143612,ENST00000470180,1782,0
ENSG00000136026,ENST00000378026,1728,1
ENSG00000090487,ENST00000204566,816,0
ENSG00000083444,ENST00000196061,2277,1
ENSG00000105700,ENST00000540691,708,0
ENSG00000123416,ENST00000547765,42,0
ENSG00000170421,ENST00000552551,842,0
ENSG00000164134,ENST00000296543,1787,0
ENSG00000243147,ENST00000296102,297,1
ENSG00000081154,ENST00000265260,705,0
ENSG00000189143,ENST00000340958,1619,1
ENSG00000106635,ENST00000223368,1449,1
ENSG00000171148,ENST00000301964,403,1
ENSG00000112335,ENST00000230085,718,0
ENSG00000136997,ENST00000377970,1932,1
ENSG00000070756,ENST00000318607,1133,1
ENSG00000148843,ENST00000369797,5125,0
ENSG00000116685,ENST00000376572,1788,0
ENSG00000188343,ENST00000452913,649,0
ENSG00000037897,ENST00000324871,1771,1
ENSG00000123374,ENST00000266970,360,0
ENSG00000181467,ENST00000323534,1586,1
ENSG00000115310,ENST00000317610,721,1
ENSG00000164024,ENST00000296411,2234,0
ENSG00000122140,ENST00000241600,549,1
ENSG00000204272,ENST00000374922,583,1
ENSG00000048162,ENST00000614830,1139,1
ENSG00000154582,ENST00000522337,421,0
ENSG00000138085,ENST00000380171,1032,1
ENSG00000173207,ENST00000368439,812,0
ENSG00000101444,ENST00000480653,591,0
ENSG00000090520,ENST00000265028,1006,0
ENSG00000198648,ENST00000355999,1247,0
ENSG00000111057,ENST00000388837,382,1
ENSG00000149480,ENST00000278823,3003,0
ENSG00000130935,ENST00000253247,466,0
ENSG00000184575,ENST00000332707,3244,0
ENSG00000117410,ENST00000472174,1207,0
ENSG00000164104,ENST00000296503,1073,0
ENSG00000229684,ENST00000422650,1198,0
ENSG00000156469,ENST00000523821,398,0
ENSG00000116120,ENST00000281828,407,0
ENSG00000134684,ENST00000469100,1897,1
ENSG00000281540,ENST00000631021,3693,0
ENSG00000168496,ENST00000305885,1520,1
ENSG00000105220,ENST00000356487,742,0
ENSG00000197136,ENST00000355703,6631,0
ENSG00000146670,ENST00000275517,2388,1
ENSG00000110717,ENST00000313468,66,1
ENSG00000152102,ENST00000409185,4507,0
ENSG00000116478,ENST00000476391,1822,0
ENSG00000160803,ENST00000368309,1822,0
ENSG00000163956,ENST00000500728,1214,1
ENSG00000099624,ENST00000215375,787,1
ENSG00000099995,ENST00000215793,1035,0
ENSG00000166197,ENST00000605788,2404,0
ENSG00000103260,ENST00000568223,1135,1
ENSG00000133028,ENST00000255390,1015,1
ENSG00000119318,ENST00000416373,1304,0
ENSG00000158747,ENST00000375136,418,0
ENSG00000088247,ENST00000398148,2244,0
ENSG00000141526,ENST00000582743,1416,1
ENSG00000168393,ENST00000305784,585,0
ENSG00000067334,ENST00000436063,2025,0
ENSG00000185298,ENST00000329214,2262,1
ENSG00000179933,ENST00000319074,1373,1
ENSG00000111145,ENST00000228741,4046,0
ENSG00000143753,ENST00000323699,359,1
ENSG00000014824,ENST00000264451,3066,0
ENSG00000169021,ENST00000304863,1012,1
ENSG00000244687,ENST00000371674,1675,1
ENSG00000167699,ENST00000301329,1214,1
ENSG00000141698,ENST00000469698,1303,1
ENSG00000166197,ENST00000370007,3420,1
ENSG00000196531,ENST00000393891,511,0
ENSG00000080986,ENST00000261597,1889,0
ENSG00000129197,ENST00000571613,811,0
ENSG00000139644,ENST00000423828,1638,0
ENSG00000135624,ENST00000258091,892,0
ENSG00000101911,ENST00000380668,963,0
ENSG00000088356,ENST00000202017,753,1
ENSG00000182446,ENST00000331134,2265,1
ENSG00000132768,ENST00000255108,1744,1
ENSG00000138750,ENST00000264883,1801,0
ENSG00000103257,ENST00000261622,4053,1
ENSG00000044574,ENST00000324460,2290,1
ENSG00000100504,ENST00000216392,2071,0
ENSG00000165502,ENST00000298289,435,1
ENSG00000060138,ENST00000228251,1762,0
ENSG00000264364,ENST00000579991,1455,0
ENSG00000131652,ENST00000326266,770,0
ENSG00000123737,ENST00000379663,1138,0
ENSG00000141568,ENST00000335255,2857,1
ENSG00000100387,ENST00000216225,161,0
ENSG00000167881,ENST00000307877,2477,1
ENSG00000205250,ENST00000567007,862,0
ENSG00000128245,ENST00000397492,979,1
ENSG00000168090,ENST00000303904,508,0
ENSG00000002549,ENST00000226299,999,0
ENSG00000114302,ENST00000265563,5863,0
ENSG00000082898,ENST00000401558,4814,0
ENSG00000086589,ENST00000199814,1562,1
ENSG00000087191,ENST00000310144,766,0
ENSG00000173156,ENST00000308831,807,1
ENSG00000213931,ENST00000380237,158,1
ENSG00000165487,ENST00000382374,1876,0
ENSG00000120254,ENST00000367321,3050,0
ENSG00000168288,ENST00000303319,186,0
ENSG00000079459,ENST00000623368,566,0
ENSG00000176102,ENST00000323959,2620,0
ENSG00000156642,ENST00000345330,1369,0
ENSG00000165732,ENST00000620315,4355,0
ENSG00000115947,ENST00000535373,885,0
ENSG00000128626,ENST00000308018,1123,1
ENSG00000007376,ENST00000007264,787,1
ENSG00000089737,ENST00000621632,2017,0
ENSG00000160888,ENST00000292433,1280,0
ENSG00000130402,ENST00000252699,3875,0
ENSG00000167085,ENST00000300408,1229,1
ENSG00000010278,ENST00000610354,74,0
ENSG00000167325,ENST00000300738,701,0
ENSG00000089597,ENST00000532402,3606,0
ENSG00000109321,ENST00000395748,580,0
ENSG00000198912,ENST00000361605,1301,0
ENSG00000129968,ENST00000292577,1474,1
ENSG00000143878,ENST00000272233,1964,0
ENSG00000135372,ENST00000257829,3335,1
ENSG00000144895,ENST00000460851,1555,0
ENSG00000278229,ENST00000617731,437,0
ENSG00000117298,ENST00000415912,4465,1
ENSG00000144028,ENST00000323853,4686,0
ENSG00000138434,ENST00000480753,692,1
ENSG00000179632,ENST00000534585,308,0
ENSG00000103266,ENST00000219548,692,0
ENSG00000108826,ENST00000225969,621,1
ENSG00000104853,ENST00000337392,2143,1
ENSG00000283391,ENST00000637253,685,0
ENSG00000163938,ENST00000394799,822,0
ENSG00000109321,ENST00000395748,167,0
ENSG00000182173,ENST00000333213,1705,1
ENSG00000099783,ENST00000348943,497,0
ENSG00000172175,ENST00000348428,3855,0
ENSG00000139318,ENST00000279488,2141,1
ENSG00000284707,ENST00000641390,2734,0
ENSG00000108671,ENST00000457654,1235,0
ENSG00000196531,ENST00000393891,947,0
ENSG00000089154,ENST00000300648,8335,1
ENSG00000140263,ENST00000267814,1842,0
ENSG00000161091,ENST00000355415,1055,0
ENSG00000173334,ENST00000311922,1796,1
ENSG00000170144,ENST00000435711,1361,1
ENSG00000196396,ENST00000371621,2544,0
ENSG00000114353,ENST00000313601,1201,0
ENSG00000149541,ENST00000531383,416,0
ENSG00000088992,ENST00000335209,454,0
ENSG00000138442,ENST00000261015,1152,0
ENSG00000075336,ENST00000169551,1278,0
ENSG00000146670,ENST00000275517,959,0
ENSG00000169727,ENST00000392358,2167,1
ENSG00000113282,ENST00000523094,2773,0
ENSG00000161654,ENST00000293406,848,0
ENSG00000100316,ENST00000401609,602,1
ENSG00000103353,ENST00000395878,3980,0
ENSG00000100504,ENST00000216392,2500,0
ENSG00000142541,ENST00000479992,707,0
ENSG00000111676,ENST00000356654,3110,0
ENSG00000136628,ENST00000366923,4721,0
ENSG00000065427,ENST00000319410,343,0
ENSG00000167747,ENST00000345523,361,1
ENSG00000174851,ENST00000376901,167,0
ENSG00000110801,ENST00000537407,630,0
ENSG00000113368,ENST00000261366,2385,0
ENSG00000135269,ENST00000358204,1203,1
ENSG00000138413,ENST00000345146,1508,0
ENSG00000138382,ENST00000260953,805,0
ENSG00000072110,ENST00000193403,1786,0
ENSG00000153574,ENST00000283646,592,0
ENSG00000283777,ENST00000639938,2489,0
ENSG00000197756,ENST00000491306,669,0
ENSG00000167747,ENST00000641834,1234,0
ENSG00000270170,ENST00000602845,386,1
ENSG00000142192,ENST00000357903,1913,0
ENSG00000181649,ENST00000314222,416,1
ENSG00000179933,ENST00000319074,1034,1
ENSG00000079999,ENST00000171111,1728,1
ENSG00000112029,ENST00000229758,748,0
ENSG00000106723,ENST00000375859,4158,0
ENSG00000082781,ENST00000296181,2745,1
ENSG00000108829,ENST00000225972,2593,1
ENSG00000130312,ENST00000252602,729,1
ENSG00000106263,ENST00000397011,1562,0
ENSG00000125304,ENST00000376387,891,0
ENSG00000140105,ENST00000392882,2670,0
ENSG00000089053,ENST00000261819,751,0
ENSG00000109332,ENST00000394803,980,0
ENSG00000100804,ENST00000361611,1093,1
ENSG00000120254,ENST00000367321,3251,0
ENSG00000168159,ENST00000305943,913,0
ENSG00000115053,ENST00000322723,2473,0
ENSG00000138279,ENST00000372919,1150,0
ENSG00000255302,ENST00000530028,1693,1
ENSG00000090263,ENST00000393008,335,0
ENSG00000104408,ENST00000220849,308,0
ENSG00000105171,ENST00000585603,3193,0
ENSG00000229117,ENST00000501597,244,1
ENSG00000067225,ENST00000389093,1905,1
ENSG00000119013,ENST00000237889,401,0
